Category,Subcategory,Place,Address
Laboratories,EEE,Information Systems Research Laboratory,"Information Systems Research Laboratory (EEE), Block S2, S2-B3A-06"
Laboratories,EEE,Integrated Systems Research Laboratory,"Integrated Systems Research Laboratory, Block S1, S1-B2A-04"
Laboratories,EEE,Laboratory For Clean Energy Research,"Laboratory For Clean Energy Research (EEE), Block S2, S2-B7C-05"
Laboratories,EEE,Machine Learning Research Lab,"Machine Learning Research Laboratory (EEE), Block S1, S1-B4C-12"
Laboratories,EEE,Media Technology Laboratory,"Media Technology Laboratory (EEE), Block S2.2, S2.2-B4-02"
Laboratories,EEE,Nanoelectronics Laboratory I,"Nanoelectronics Laboratory I (EEE), Block S1, S1-B3A-01"
Laboratories,EEE,Nanoelectronics Laboratory II,"Nanoelectronics Laboratory II (EEE), Block S1, S1-B4A-01"
Laboratories,EEE,Network Laboratory,"Network Laboratory (EEE), Block S1, S1-B2A-09"
Laboratories,EEE,Network Operations Centre,"Network Operations Centre (EEE), Block S2, S2-B3C-23"
Laboratories,EEE,Network Technological Research Centre,"Network Technological Research Centre (NTRC), Research Techno Plaza (RTP), RTP/XF-04, 50 Nanyang Drive, Singapore 637553"
Laboratories,EEE,Photonics Laboratory I,"Photonics Laboratory I (EEE), Block S1, S1-B3A-08"
Laboratories,EEE,Photonics Laboratory II,"Photonics Laboratory II (EEE), Block S1, S1-B3B-16"
Laboratories,EEE,Photonics Laboratory III,"Photonics Laboratory III (EEE), Block S1, S1-B2A-01"
Laboratories,EEE,Photonics Training Laboratory,"Photonics Training Laboratory (EEE), Block S2.1, S2.1-B6-01"
Laboratories,EEE,Power and Clean Energy Design Laboratory,"Power and Clean Energy Design Laboratory (EEE), Block S2, S2-B5C-02"
Laboratories,EEE,Process Instrumentation Laboratory,"Process Instrumentation Laboratory (EEE), Block S2.2, S2.2-B4-03"
Laboratories,EEE,Project Laboratory,"Project Laboratory (EEE), Block S1, S1-B3B-23"
Laboratories,EEE,Purchasing Section,"Purchasing Section (EEE), Block S1, S1-B3C-26"
Laboratories,EEE,Rolls-Royce@NTU Corporate Lab / Electrical Power Systems Integration Lab @NTU,"Rolls-Royce@NTU Corporate Lab / Electrical Power Systems Integration Lab @NTU (EPSIL@N), Block S2, S2-B6C-04/06"
Laboratories,EEE,Satellite Engineering Clean Room,"Satellite Engineering Clean Room (SEC), Block S2.2, S2.2-B3-04"
Laboratories,EEE,Semi-Conductor Characterization Laboratory 1,"Semi-Conductor Characterization Laboratory 1 (EEE), Block S1, S1-B3C-27"
Laboratories,EEE,Sensors & Actuator Laboratory I,"Sensors & Actuator Laboratory I, Block S2.1, S2.1-B5-01"
Laboratories,EEE,Sensors & Actuator Laboratory II,"Sensors & Actuator Laboratory II, Block S2.1, S2.1-B6-02"
Laboratories,EEE,Smart Mobility Experience Laboratory,"Smart Mobility Experience Laboratory (EEE), Block S2, S2-B3B-10"
Laboratories,EEE,Software Engineering Laboratory,"Software Engineering Laboratory (EEE), Block S2.2, S2.2-B4-04"
Laboratories,EEE,Systems Engineering Laboratory,"Systems Engineering Laboratory (EEE), Block S2, S2-B4A-01/02"
Laboratories,EEE,VLSI Laboratory,"VLSI Laboratory (EEE), Block S2.1, S2.1-B3-01"
Laboratories,EEE,Water & Energy Research Laboratory,"Water & Energy Research Laboratory (EEE), Block S2.1, S2.1-B3-02"
Laboratories,HSS,CATI Laboratory,"CATI Laboratory (HSS), School of Humanities / School of Social Sciences, HSS-02-39, 48 Nanyang Avenue, Singapore 639818"
Laboratories,HSS,CSKL1,"Communication Skills Laboratory 1 (HSS), Block NS4, NS4-04-36"
Laboratories,HSS,CSKL2,"Communication Skills Laboratory 2 (HSS), Block NS4, NS4-04-37"
Laboratories,HSS,CSKL3,"Communication Skills Laboratory 3 (HSS), Block NS4, NS4-04-38"
Laboratories,HSS,CSKL4,"Communication Skills Laboratory 4 (HSS), Block N2, N2-B4C-14"
Laboratories,HSS,CSKL5,"Communication Skills Laboratory 5 (HSS), Block N2, N2-B4C-13"
Laboratories,HSS,CSKL6,"Communication Skills Laboratory 6 (HSS), Block SS2, SS2-01-08"
Laboratories,HSS,CSKL7,"Communication Skills Laboratory 7 (HSS), Block SS2, SS2-01-07"
Laboratories,HSS,CSKL8,"Communication Skills Laboratory 8 (HSS), Block SS4, SS4-01-42"
Laboratories,HSS,CSKL9,"Communication Skills Laboratory 9 (HSS), Block SS4, SS4-01-41"
Laboratories,HSS,CSKL10,"Communication Skills Laboratory 10 (HSS), Block SS4, SS4-B1-35"
Laboratories,HSS,CSKL10A,"Communication Skills Laboratory 10A (HSS), Block SS4, SS4-B1-35A"
Laboratories,HSS,CSKL10B,"Communication Skills Laboratory 10B (HSS), Block SS4, SS4-B1-35B"
Laboratories,HSS,CSKL11,"Communication Skills Laboratory 11 (HSS), Block SS4, SS4-B1-29"
Laboratories,HSS,CSKL12,"Communication Skills Laboratory 12 (HSS), Block SS4, SS4-B1-28"
Laboratories,HSS,CSKL13,"Communication Skills Laboratory 13 (HSS), School of Humanities / School of Social Sciences, HSS-02-38, 48 Nanyang Avenue, Singapore 639818"
Laboratories,HSS,CSKL14,"Communication Skills Laboratory 14 (HSS), School of Humanities / School of Social Sciences, HSS-02-40, 48 Nanyang Avenue, Singapore 639818"
Laboratories,HSS,CSKL15,"Communication Skills Laboratory 15 (HSS), Block SS4, SS4-B1-27"
Laboratories,HSS,CSKL16,"Communication Skills Laboratory 16 (HSS), Block SS4, SS4-B1-26"
Laboratories,HSS,CSKL17,"Communication Skills Laboratory 17 (HSS), Block SS4, SS4-B1-25"
Laboratories,HSS,Computer Laboratory 1,"Computer Laboratory 1 (HSS), School of Humanities / School of Social Sciences, HSS-01-03, 48 Nanyang Avenue, Singapore 639818"
Laboratories,HSS,Computer Laboratory 2,"Computer Laboratory 2 (HSS), School of Humanities / School of Social Sciences, HSS-01-05, 48 Nanyang Avenue, Singapore 639818"
Laboratories,HSS,Computer Laboratory 3,"Computer Laboratory 3 (HSS), School of Humanities / School of Social Sciences, HSS-01-07, 48 Nanyang Avenue, Singapore 639818"
Laboratories,HSS,Computer Laboratory 4,"Computer Laboratory 4 (HSS), School of Humanities / School of Social Sciences, HSS-01-08, 48 Nanyang Avenue, Singapore 639818"
Laboratories,HSS,Computer Laboratory 5,"Computer Laboratory 5 (HSS), School of Humanities / School of Social Sciences, HSS-01-10, 48 Nanyang Avenue, Singapore 639818"
Laboratories,HSS,Computer Laboratory 6,"Computer Laboratory 6 (HSS), School of Humanities / School of Social Sciences, HSS-02-41, 48 Nanyang Avenue, Singapore 639818"
Laboratories,HSS,Creative Studio,"Creative Studio (HSS), School of Humanities / School of Social Sciences, HSS-B2-01, 48 Nanyang Avenue, Singapore 639818"
Laboratories,HSS,Free Access Laboratory 1,"Free Access Laboratory 1 (HSS), School of Humanities / School of Social Sciences, HSS-B1-13, 48 Nanyang Avenue, Singapore 639818"
Laboratories,HSS,Free Access Laboratory 2,"Free Access Laboratory 2 (HSS), School of Humanities / School of Social Sciences, HSS-B1-06, 48 Nanyang Avenue, Singapore 639818"
Laboratories,MAE,Aerodynamics Laboratory,"Aerodynamics Laboratory, Block N3.2, N3.2-B4-01, 65 Nanyang Drive, Singapore 637460"
Laboratories,MAE,Aerospace Centre of Excellence,"Aerospace Centre of Excellence, Block N3.2, N3.2-B3M-05, 65 Nanyang Drive, Singapore 637460"
Laboratories,MAE,Aerospace Structures Laboratory,"Aerospace Structures Laboratory, Block N3.2, N3.2-B4-05/06, 65 Nanyang Drive, Singapore 637460"
Laboratories,MAE,Aircraft Hangar,"Aircraft Hangar, Block N3.2, N3.2-B4-01, 65 Nanyang Drive, Singapore 637460"
Laboratories,MAE,Biological & Chemical Laboratory,"Biological & Chemical Laboratory, Block N3, N3-01B-07"
Laboratories,MAE,Computer Aided Engineering Laboratory 1,"Computer Aided Engineering Laboratory 1, Block N3, N3-B3B-05"
Laboratories,MAE,Computer Aided Engineering Laboratory 2,"Computer Aided Engineering Laboratory 2, Block N3.2, N3.2-01-33/34/35, 65 Nanyang Drive, Singapore 637460"
Laboratories,MAE,Design Laboratory,"Design Laboratory (MAE), Block N3.2, N3.2-B1-02, 65 Nanyang Drive, Singapore 637460"
Laboratories,MAE,Energy Systems Laboratory,"Energy Systems Laboratory, Block N3.1, N3.1A-B4-01/02"
Laboratories,MAE,Flight Mechanics & Control Laboratory,"Flight Mechanics & Control Laboratory, Block N3.2, N3.2-B3M-01, 65 Nanyang Drive, Singapore 637460"
Laboratories,MAE,Fluid Mechanics Laboratory,"Fluid Mechanics Laboratory, Block N3, N3-B2B-03"
Laboratories,MAE,Fuel Cell Laboratory (ERI@N),"Fuel Cell Laboratory (ERI@N), Block N3, N3-B2A-02A"
Laboratories,MAE,Heat Transfer Laboratory,"Heat Transfer Laboratory, Block N3, N3-B2A-01"
Laboratories,MAE,Innovation@MAE Laboratory,"Innovation@MAE Laboratory, Block N3, N3-B4A-01/02A"
Laboratories,MAE,IT Service Unit 1,"IT Service Unit 1, Block N3, N3-01C-15"
Laboratories,MAE,IT Service Unit 2,"IT Service Unit 2, Block N3.1, N3.1-B3C-08/08A"
Laboratories,MAE,Manufacturing Process Laboratory 1,"Manufacturing Process Laboratory 1, The Arc - Learning Hub North (LHN), LHN-B4-03, 63 Nanyang Drive, Singapore 636922"
Laboratories,MAE,Manufacturing Process Laboratory 2,"Manufacturing Process Laboratory 2 (NAMC), The Arc - Learning Hub North (LHN), LHN-B4-06, 63 Nanyang Drive, Singapore 636922"
Laboratories,MAE,Manufacturing Process Laboratory 3,"Manufacturing Process Laboratory 3, The Arc - Learning Hub North (LHN), LHN-B3-02, 63 Nanyang Drive, Singapore 636922"
Laboratories,MAE,Materials Laboratory 1,"Materials Laboratory 1, Block N3.1, N3.1-B2B-02"
Laboratories,MAE,Materials Laboratory 2,"Materials Laboratory 2, Block N3.2, N3.2-B2-02, 65 Nanyang Drive, Singapore 637460"
Laboratories,MAE,Materials Laboratory 3,"Materials Laboratory 3, Block N3.1, N3.1-B3B-04/04A"
Laboratories,MAE,Mechanics of Machine Laboratory,"Mechanics of Machine Laboratory, Block N3, N3-B1C-03"
Laboratories,MAE,Mechanics of Materials Laboratory,"Mechanics of Materials Laboratory, Block N3.2, N3.2-B2-01, 65 Nanyang Drive, Singapore 637460"
Laboratories,MAE,Mechatronics Laboratory,"Mechatronics Laboratory, Block N3.2, N3.2-B1-03, 65 Nanyang Drive, Singapore 637460"
Laboratories,MAE,Metrology Laboratory,"Metrology Laboratory, Block N3.1, N3.1-B3B-03"
Laboratories,MAE,Model Shop,"Model Shop, Block HW2, HW2-01-02, 70A Nanyang Drive, Singapore 637334"
Laboratories,MAE,Precision Engineering Laboratory,"Precision Engineering Laboratory, Block N3, N3-B4C-03"
Laboratories,MAE,Propulsion Laboratory,"Propulsion Laboratory, Block N3.2, N3.2-02-36, 65 Nanyang Drive, Singapore 637460"
Laboratories,MAE,Thermal & Fluids Laboratory,"Thermal & Fluids Laboratory, Block N3, N3-B2C-06"
Laboratories,MAE,Tribology Laboratory,"Tribology Laboratory, Block N3.1, N3.1-B3A-03"
Laboratories,MSE,Biomaterials Laboratory,"Biomaterials / Cell Culture Laboratory, Block N4.1, N4.1-B1-01"
Laboratories,MSE,Central Store,"Central Store (MSE B2 Research Focus Lab), Block N4.1, N4.1-B2-06F"
Laboratories,MSE,E-Space @ MSE,"E-Space @ MSE, Block N4.1, N4.1-B2-01"
Laboratories,MSE,"Facility for Analysis, Characterisation, Testing and Simulation (FACTS)","Facility for Analysis, Characterisation, Testing and Simulation (FACTS), Block N4.1, N4.1-B4-10/10G/10H"
Laboratories,MSE,Heat Treatment Laboratory,"Heat Treatment Laboratory, Block N4.1, N4.1-B4-07"
Laboratories,MSE,Inorganic Materials Service Laboratory,"Inorganic Materials Service Laboratory, Block N4.1, N4.1-B3-03"
Laboratories,MSE,Materials Processing Service Laboratory,"Materials Processing Service Laboratory, Block N4, N4-B4-W118"
Laboratories,MSE,Organic Materials Service Laboratory,"Organic Materials Service Laboratory, Block N4.1, N4.1-B2-03"
Laboratories,MSE,Undergraduate Laboratory,"Undergraduate Laboratory, Block N4, N4-B4-W101"
Laboratories,NBS,Asian Business Case Centre,"Asian Business Case Centre (NBS), Block S3, S3-B1B-81/82/83/84"
Laboratories,NBS,Communication Laboratory 1,"Communication Laboratory 1 (NBS), Block S4, S4-B1B-22"
Laboratories,NBS,Communication Laboratory 2,"Communication Laboratory 2 (NBS), Block S4, S4-B1B-24"
Laboratories,NBS,Communication Laboratory 3,"Communication Laboratory 3 (NBS), Block S4, S4-B1B-25"
Laboratories,NBS,Communication Laboratory 4,"Communication Laboratory 4 (NBS), Block S4, S4-B1B-27"
Laboratories,NBS,Communication Laboratory 5,"Communication Laboratory 5 (NBS), Block S4, S4-B1C-39"
Laboratories,NBS,Communication Laboratory 6,"Communication Laboratory 6 (NBS), Block S4, S4-B1C-41"
Laboratories,NBS,Communication Laboratory 7,"Communication Laboratory 7 (NBS), Block S4, S4-B1C-42"
Laboratories,NBS,Communication Laboratory 8,"Communication Laboratory 8 (NBS), Block S4, S4-B1C-44"
Laboratories,NBS,Financial Trading Room,"Financial Trading Room (NBS), Block S4, S4-B1B-14/16"
Laboratories,NBS,Financial Trading Room 1,"Financial Trading Room 1 (NBS), Block S4, S4-B1C-33"
Laboratories,NBS,Financial Trading Room 2,"Financial Trading Room 2 (NBS), Block S4, S4-B1C-35"
Laboratories,NBS,Financial Trading Room 3,"Financial Trading Room 3 (NBS), Block S4, S4-B1C-45/46"
Laboratories,NBS,Graduate Computer Laboratory 1,"Graduate Computer Laboratory 1 (NBS), Block S3.1, S3.1-B2-01"
Laboratories,NBS,Graduate Computer Laboratory 2,"Graduate Computer Laboratory 2 (NBS), Block S3.1, S3.1-B2-02"
Laboratories,NBS,Graduate Computer Laboratory 3,"Graduate Computer Laboratory 3 (NBS), Block S3.1, S3.1-B2-04"
Laboratories,NBS,IT Laboratory 1,"IT Laboratory 1 (NBS), Block S4, S4-B1A-11"
Laboratories,NBS,IT Laboratory 2,"IT Laboratory 2 (NBS), Block S4, S4-B1A-12"
Laboratories,NBS,IT Laboratory 3,"IT Laboratory 3 (NBS), Block S4, S4-B1A-13"
Laboratories,NBS,IT Laboratory 4,"IT Laboratory 4 (NBS), Block S4, S4-B1B-21"
Laboratories,NBS,IT Laboratory 5,"IT Laboratory 5 (NBS), Block S4, S4-B1C-47"
Laboratories,NBS,Special Applications IT Laboratory 1,"Special Applications IT Laboratory 1 (NBS), Block S4, S4-B1C-29"
Laboratories,NBS,Special Applications IT Laboratory 2,"Special Applications IT Laboratory 2 (NBS), Block S4, S4-B1C-31A"
Laboratories,NBS,Special Applications IT Laboratory 3,"Special Applications IT Laboratory 3 (NBS), Block S4, S4-B1B-17"
Laboratories,NBS,MBA Career Service Centre,"MBA Career Service Centre (NBS), Block S3.1, S3.1-B2-06"
Laboratories,NBS,NBS Case Centre,"NBS Case Centre, Block S3, S3-B1B-60"
Laboratories,NBS,NBS IT Support Centre,"NBS IT Support Centre, Block S3.1, S3.1-B2-03"
Laboratories,NBS,Project Room 1,"Project Room 1 (NBS), Block S3.1, S3.1-B2-05"
Laboratories,NBS,Research Behavioural Laboratory,"Research Behavioural Laboratory (NBS), Block S3.2, S3.2-B1-02"
Laboratories,NBS,Sabre Resource Centre,"Sabre Resource Centre (NBS), Block S3, S3-B2C-121"
Laboratories,SBS,Biochemistry Laboratory,"Biochemistry Laboratory 1 (SBS), School of Biological Sciences (SBS), SBS-03N-01, 60 Nanyang Drive, Singapore 637551"
Laboratories,SBS,Cell Biology Laboratory,"Cell Biology Laboratory 1 (SBS), School of Biological Sciences (SBS), SBS-02S-53, 60 Nanyang Drive, Singapore 637551"
Laboratories,SBS,Chemical BIology Laboratory,"Chemical BIology Laboratory 1 (SBS), School of Biological Sciences (SBS), SBS-03S-45, 60 Nanyang Drive, Singapore 637551"
Laboratories,SBS,Genetics Laboratory,"Genetics Laboratory 1 (SBS), School of Biological Sciences (SBS), SBS-05N-24, 60 Nanyang Drive, Singapore 637551"
Laboratories,SBS,Immunology Laboratory,"Immunology Laboratory 1 (SBS), School of Biological Sciences (SBS), SBS-04N-24, 60 Nanyang Drive, Singapore 637551"
Laboratories,SBS,Molecular Biology Laboratory,"Molecular Biology Laboratory 1 (SBS), School of Biological Sciences (SBS), SBS-02N-01, 60 Nanyang Drive, Singapore 637551"
Laboratories,SBS,Virology Laboratory,"Virology Laboratory 1 (SBS), School of Biological Sciences (SBS), SBS-04S-29, 60 Nanyang Drive, Singapore 637551"
Laboratories,SCSE,Biometrics and Forensics Lab,"Biometrics and Forensics Lab, Block NS1, NS1-05-01A"
Laboratories,SCSE,Centre for Advance Media Technology,"Centre for Advance Media Technology, Block NS1, NS1-05-01"
Laboratories,SCSE,Data Management and Analytics Lab,"Data Management and Analytics Lab (DMAL), Block N4, N4-B3C-14"
Laboratories,SCSE,gameLAB Annexe I,"gameLAB Annexe I, Research Techno Plaza (RTP), RTP/XF-02-02, 50 Nanyang Drive, Singapore 637553"
Laboratories,SCSE,Hardware & Embedded Systems Lab (HESL),"Hardware & Embedded Systems Lab (HESL), Block N4, N4-B2B-05"
Laboratories,SCSE,Joint NTU-UBC Research Centre of Excellence in Active Living for the Elderly,"Joint NTU-UBC Research Centre of Excellence in Active Living for the Elderly (LILY), Block N4, N4-B3B-06"
Laboratories,SCSE,MAGIC Frontier,"Multi-plAtform Game Innovation Centre (MAGIC) Frontier, Research Techno Plaza (RTP), RTP/XF-02-M1, 50 Nanyang Drive, Singapore 637553"
Laboratories,SCSE,MAGIC Labyrinth,"Multi-plAtform Game Innovation Centre (MAGIC) Labyrinth, Block N4, N4-B4B-09"
Laboratories,SCSE,Multimedia and Interactive Computing Lab,"Multimedia and Interactive Computing Lab (MICL), Block N4, N4-B1C-17"
Laboratories,SPMS,Cavitation Laboratory,"Cavitation Laboratory (PAP), School of Physical and Mathematical Sciences (SPMS), SPMS-PAP-05-13, 21 Nanyang Link, Singapore 637371"
Laboratories,SPMS,Computer Laboratory 1,"Computer Laboratory 1 (MAS), School of Physical and Mathematical Sciences (SPMS), SPMS-MAS-03-02, 21 Nanyang Link, Singapore 637371"
Laboratories,SPMS,Computer Laboratory 2,"Computer Laboratory 2 (MAS), School of Physical and Mathematical Sciences (SPMS), SPMS-MAS-03-03, 21 Nanyang Link, Singapore 637371"
Laboratories,SPMS,Computer Laboratory 3,"Computer Laboratory 3 (MAS), School of Physical and Mathematical Sciences (SPMS), SPMS-MAS-03-04, 21 Nanyang Link, Singapore 637371"
Laboratories,SPMS,Mass Spectrometry Laboratory,"Mass Spectrometry Laboratory (CBC), School of Physical and Mathematical Sciences (SPMS), SPMS-CBC-01-06, 21 Nanyang Link, Singapore 637371"
Laboratories,SPMS,Nuclear Magnetic Resonance Laboratory,"Nuclear Magnetic Resonance Laboratory (PAP), School of Physical and Mathematical Sciences (SPMS), SPMS-PAP-01-20, 21 Nanyang Link, Singapore 637371"
Laboratories,SPMS,Physical Analytical Laboratory,"Physical Analytical Laboratory (CBC), School of Physical and Mathematical Sciences (SPMS), SPMS-CBC-03-15, 21 Nanyang Link, Singapore 637371"
Laboratories,SPMS,Raman Nanoscopy Imaging Laboratory,"Raman Nanoscopy Imaging Laboratory (PAP), School of Physical and Mathematical Sciences (SPMS), SPMS-PAP-03-18, 21 Nanyang Link, Singapore 637371"
Laboratories,SPMS,Spintronic Device Laboratory,"Spintronic Device Laboratory (PAP), School of Physical and Mathematical Sciences (SPMS), SPMS-PAP-01-01, 21 Nanyang Link, Singapore 637371"
Laboratories,Others,Centre for Research and Development in Learning,"Centre for Research and Development in Learning (CRADLE), Academic Building North, ABN-01B-10, 61 Nanyang Drive, Singapore 637335"
Laboratories,Others,DHI-NTU Centre,"DHI-NTU Centre, Block N1.2, N1.2-B1-02, 62 Nanyang Drive, Singapore 637459"
Laboratories,Others,EOS Data Centre,"EOS Data Centre, Block N2, N2-01B-16"
Laboratories,Others,High Performance Computing Centre,"High Performance Computing Centre, Block NS4, NS4-04-25"
Laboratories,Others,Multimedia Laboratory,"Multimedia Laboratory (WKWSCI), Wee Kim Wee School of Communication And Information (WKWSCI), CS-03-21, 31 Nanyang Link, Singapore 637718"
Laboratories,Others,Tan Tong Meng BBM (L) Laboratory,"Tan Tong Meng BBM (L) Laboratory, Wee Kim Wee School of Communication And Information (WKWSCI), CS-02-35A, 31 Nanyang Link, Singapore 637718"
